batter,bowler,batsman_run,frequency
SA Yadav,MJ Santner,4,1
SA Yadav,MM Sharma,0,2
SA Yadav,MM Sharma,1,1
SA Yadav,MP Stoinis,0,1
SA Yadav,MP Stoinis,1,2
SA Yadav,Mohammad Nabi,0,1
SA Yadav,Mohammad Nabi,1,1
SA Yadav,Mohammed Shami,0,3
SA Yadav,Mohammed Shami,1,1
SA Yadav,Mohammed Shami,4,2
SA Yadav,Mohammed Shami,6,1
SA Yadav,Mukesh Choudhary,0,1
SA Yadav,Mukesh Choudhary,2,1
SA Yadav,Mukesh Choudhary,3,1
SA Yadav,Mukesh Choudhary,4,2
SA Yadav,N Rana,1,1
SA Yadav,PP Chawla,0,1
SA Yadav,PP Chawla,1,1
SA Yadav,PP Chawla,4,2
SA Yadav,R Ashwin,0,3
SA Yadav,R Ashwin,1,3
SA Yadav,R Ashwin,4,1
SA Yadav,S Gopal,1,1
SA Yadav,S Lamichhane,0,1
SA Yadav,S Lamichhane,2,1
SA Yadav,S Lamichhane,4,1
SA Yadav,S Lamichhane,6,1
SA Yadav,S Nadeem,0,1
SA Yadav,S Nadeem,1,3
SA Yadav,S Nadeem,4,2
SA Yadav,S Sandeep Warrier,1,1
SA Yadav,S Sandeep Warrier,6,1
SA Yadav,SN Thakur,0,3
SA Yadav,SN Thakur,1,2
SA Yadav,SN Thakur,6,1
SA Yadav,SP Narine,0,4
SA Yadav,SP Narine,1,2
SA Yadav,SR Watson,0,4
SA Yadav,SR Watson,1,1
SA Yadav,SR Watson,2,3
SA Yadav,SR Watson,4,2
SA Yadav,SR Watson,6,1
SA Yadav,Sandeep Sharma,0,4
SA Yadav,Sandeep Sharma,2,1
SA Yadav,Sandeep Sharma,4,1
SA Yadav,TA Boult,0,3
SA Yadav,TA Boult,1,3
SA Yadav,TA Boult,2,1
SA Yadav,TA Boult,4,4
SA Yadav,TK Curran,1,1
SA Yadav,TK Curran,4,1
SA Yadav,UT Yadav,0,1
SA Yadav,YS Chahal,0,1
SA Yadav,YS Chahal,4,1
SD Lad,AS Rajpoot,0,2
SD Lad,AS Rajpoot,1,1
SD Lad,AS Rajpoot,3,1
SD Lad,AS Rajpoot,4,1
SD Lad,AS Rajpoot,6,1
SD Lad,Mohammed Shami,0,6
SD Lad,Mohammed Shami,1,1
SK Raina,B Kumar,0,5
SK Raina,B Kumar,1,3
SK Raina,B Kumar,4,1
SK Raina,B Laughlin,1,2
SK Raina,B Stanlake,0,4
SK Raina,B Stanlake,2,1
SK Raina,B Stanlake,4,1
SK Raina,BA Stokes,0,2
SK Raina,BA Stokes,4,4
SK Raina,DS Kulkarni,0,5
SK Raina,DS Kulkarni,1,1
SK Raina,DS Kulkarni,4,1
SK Raina,HH Pandya,0,3
SK Raina,HH Pandya,1,1
SK Raina,I Sharma,0,1
SK Raina,I Sharma,1,2
SK Raina,I Sharma,4,3
SK Raina,JC Archer,0,3
SK Raina,JC Archer,1,1
SK Raina,JD Unadkat,0,1
SK Raina,JD Unadkat,4,1
SK Raina,JJ Bumrah,0,2
SK Raina,JJ Bumrah,1,1
SK Raina,JJ Bumrah,2,1
SK Raina,JP Behrendorff,0,9
SK Raina,JP Behrendorff,1,1
SK Raina,JP Behrendorff,4,2
SK Raina,JP Behrendorff,6,1
SK Raina,K Rabada,0,1
SK Raina,K Rabada,1,1
SK Raina,K Rabada,4,1
SK Raina,KH Pandya,0,1
SK Raina,KH Pandya,1,1
SK Raina,KH Pandya,6,1
SK Raina,KK Ahmed,1,1
SK Raina,M Prasidh Krishna,0,2
SK Raina,M Prasidh Krishna,1,1
SK Raina,M Prasidh Krishna,2,1
SK Raina,M Prasidh Krishna,4,1
SK Raina,MJ McClenaghan,0,2
SK Raina,MJ McClenaghan,1,1
SK Raina,MJ McClenaghan,2,1
SK Raina,MM Ali,1,1
SK Raina,Mohammed Siraj,0,1
SK Raina,Mohammed Siraj,1,1
SK Raina,Mohammed Siraj,4,1
SK Raina,PP Chawla,0,2
SK Raina,PP Chawla,1,1
SK Raina,PP Chawla,4,2
SK Raina,S Kaul,0,1
SK Raina,S Kaul,1,1
SK Raina,SL Malinga,0,3
SK Raina,SL Malinga,1,2
SK Raina,SP Narine,0,7
SK Raina,SP Narine,1,1
SK Raina,SP Narine,6,1
SK Raina,Sandeep Sharma,0,1
SK Raina,Sandeep Sharma,1,2
SK Raina,Sandeep Sharma,4,4
SK Raina,Sandeep Sharma,6,1
SK Raina,Shakib Al Hasan,0,2
SK Raina,Shakib Al Hasan,1,1
SK Raina,TG Southee,1,2
SK Raina,TG Southee,2,1
SK Raina,TK Curran,0,1
SK Raina,UT Yadav,0,7
SK Raina,UT Yadav,1,1
SK Raina,UT Yadav,2,1
SK Raina,UT Yadav,4,1
SK Raina,Washington Sundar,1,1
SK Raina,YS Chahal,0,3
SK Raina,YS Chahal,1,2
SM Curran,Avesh Khan,0,3
SM Curran,Avesh Khan,4,3
SM Curran,S Lamichhane,0,2
SM Curran,S Lamichhane,2,1
SM Curran,S Lamichhane,6,1
SN Khan,AD Russell,0,1
SN Khan,AD Russell,1,1
SN Khan,AD Russell,4,1
SN Khan,Arshdeep Singh,0,3
SN Khan,Arshdeep Singh,2,1
SN Khan,Arshdeep Singh,4,1
SN Khan,CH Morris,0,2
SN Khan,CH Morris,1,1
SN Khan,CH Morris,4,2
SN Khan,DL Chahar,0,2
SN Khan,DL Chahar,1,2
SN Khan,DL Chahar,2,1
SN Khan,Harbhajan Singh,1,2
SN Khan,Harpreet Brar,0,2
SN Khan,Harpreet Brar,4,2
SN Khan,Harpreet Brar,6,1
SN Khan,JJ Bumrah,0,1
SN Khan,JJ Bumrah,6,1
SN Khan,K Rabada,0,3
SN Khan,K Rabada,1,1
SN Khan,K Rabada,4,1
SN Khan,LS Livingstone,1,1
SN Khan,LS Livingstone,2,1
SN Khan,M Prasidh Krishna,0,3
SN Khan,M Prasidh Krishna,1,3
SN Khan,R Ashwin,0,1
SN Khan,R Dhawan,1,1
SN Khan,R Dhawan,4,2
SN Khan,S Lamichhane,1,1
SN Khan,SC Kuggeleijn,0,1
SN Khan,SC Kuggeleijn,1,2
SN Khan,SC Kuggeleijn,6,1
SO Hetmyer,B Kumar,0,6
SO Hetmyer,B Kumar,1,3
SO Hetmyer,B Kumar,6,1
SO Hetmyer,KK Ahmed,0,3
SO Hetmyer,KK Ahmed,1,4
SO Hetmyer,KK Ahmed,4,2
SO Hetmyer,Mohammad Nabi,0,2
SO Hetmyer,Mohammad Nabi,1,1
SO Hetmyer,Rashid Khan,0,3
SO Hetmyer,Rashid Khan,1,2
SO Hetmyer,Rashid Khan,6,1
SP Goswami,AD Russell,0,5
SP Goswami,AD Russell,4,2
SP Goswami,AD Russell,6,1
SP Goswami,DL Chahar,1,3
SP Goswami,L Ngidi,1,2
SP Goswami,M Prasidh Krishna,0,1
SP Goswami,M Prasidh Krishna,1,1
SP Goswami,PP Chawla,0,2
SP Goswami,PP Chawla,1,1
SP Goswami,PP Chawla,2,1
SP Goswami,PP Chawla,4,1
SP Goswami,SP Narine,0,2
SP Goswami,SP Narine,1,3
SP Narine,AS Rajpoot,0,1
SP Narine,AS Rajpoot,1,1
SP Narine,Akash Deep,0,1
SP Narine,Arshdeep Singh,0,3
SP Narine,B Kumar,0,3
SP Narine,B Kumar,1,2
SP Narine,B Kumar,4,4
SP Narine,B Kumar,6,1
SP Narine,B Laughlin,0,1
SP Narine,B Laughlin,1,1
SP Narine,B Laughlin,6,1
SP Narine,BA Stokes,0,2
SP Narine,CH Morris,1,1
SP Narine,CR Woakes,0,3
SP Narine,CR Woakes,4,2
SP Narine,CR Woakes,6,2
SP Narine,CV Varun,2,1
SP Narine,CV Varun,4,1
SP Narine,CV Varun,6,3
SP Narine,DL Chahar,0,4
SP Narine,DL Chahar,4,1
SP Narine,DL Chahar,6,2
SP Narine,DS Kulkarni,0,10
SP Narine,DS Kulkarni,1,3
SP Narine,DS Kulkarni,2,2
SP Narine,DS Kulkarni,4,6
SP Narine,GC Viljoen,0,2
SP Narine,GJ Maxwell,1,1
SP Narine,GJ Maxwell,2,1
SP Narine,GJ Maxwell,4,1
SP Narine,GJ Maxwell,6,1
SP Narine,Harbhajan Singh,0,1
SP Narine,JC Archer,0,1
SP Narine,K Gowtham,0,3
SP Narine,K Gowtham,1,3
SP Narine,K Gowtham,4,6
SP Narine,K Gowtham,6,3
SP Narine,KK Ahmed,0,3
SP Narine,KK Ahmed,1,1
SP Narine,KK Ahmed,4,3
SP Narine,KK Ahmed,6,1
SP Narine,KM Asif,0,8
SP Narine,KM Asif,4,1
SP Narine,KM Asif,6,1
SP Narine,L Ngidi,0,1
SP Narine,L Ngidi,1,1
SP Narine,L Ngidi,4,2
SP Narine,MJ McClenaghan,0,1
SP Narine,MJ McClenaghan,4,1
SP Narine,MJ Santner,0,4
SP Narine,MJ Santner,1,1
SP Narine,Mohammed Shami,0,7
SP Narine,Mujeeb Ur Rahman,0,2
SP Narine,Navdeep Saini,0,3
SP Narine,Navdeep Saini,2,1
SP Narine,Navdeep Saini,4,2
SP Narine,S Kaul,0,1
SP Narine,S Kaul,2,1
SP Narine,S Nadeem,1,1
SP Narine,S Nadeem,6,1
SP Narine,SN Thakur,0,2
SP Narine,SN Thakur,1,1
SP Narine,SR Watson,0,1
SP Narine,SR Watson,1,1
SP Narine,SR Watson,4,1
SP Narine,Sandeep Sharma,0,4
SP Narine,Sandeep Sharma,4,3
SP Narine,Sandeep Sharma,6,1
SP Narine,Shakib Al Hasan,0,1
SP Narine,Shakib Al Hasan,4,1
SP Narine,Shakib Al Hasan,6,1
SP Narine,T Natarajan,0,1
SP Narine,T Natarajan,6,1
SP Narine,TA Boult,0,5
SP Narine,TA Boult,1,1
SP Narine,TA Boult,6,2
SP Narine,TG Southee,0,8
SP Narine,TG Southee,1,2
SP Narine,TG Southee,2,1
SP Narine,TG Southee,4,2
SP Narine,UT Yadav,0,4
SP Narine,UT Yadav,1,2
SP Narine,UT Yadav,4,1
SP Narine,UT Yadav,6,1
SP Narine,Washington Sundar,0,2
SP Narine,Washington Sundar,1,3
SP Narine,Washington Sundar,4,1
SP Narine,Washington Sundar,6,2
SP Narine,YS Chahal,1,2
SP Narine,YS Chahal,4,1
SP Narine,YS Chahal,6,1
SP Narine,Yash Dayal,0,1
SP Narine,Yash Dayal,1,1
SP Narine,Yash Dayal,4,1
SPD Smith,AR Patel,1,4
SPD Smith,Arshdeep Singh,1,1
SPD Smith,DL Chahar,0,4
SPD Smith,DL Chahar,1,1
SPD Smith,DL Chahar,4,1
SPD Smith,I Sharma,0,3
SPD Smith,I Sharma,3,1
SPD Smith,I Sharma,4,1
SPD Smith,K Rabada,0,1
SPD Smith,K Rabada,1,1
SPD Smith,MJ Santner,0,1
SPD Smith,MJ Santner,1,2
SPD Smith,SN Thakur,0,3
SPD Smith,SN Thakur,4,2
SPD Smith,SP Narine,0,2
SPD Smith,SP Narine,1,1
SR Watson,AD Russell,0,1
SR Watson,AD Russell,1,3
SR Watson,AJ Tye,1,1
SR Watson,AJ Tye,4,1
SR Watson,AJ Tye,6,1
SR Watson,AR Patel,0,2
SR Watson,AR Patel,1,1
SR Watson,AR Patel,4,2
SR Watson,Avesh Khan,0,2
SR Watson,Avesh Khan,1,2
SR Watson,Avesh Khan,6,1
SR Watson,B Kumar,0,29
SR Watson,B Kumar,1,8
SR Watson,B Kumar,2,1
SR Watson,B Kumar,4,1
SR Watson,B Kumar,6,2
SR Watson,B Laughlin,1,2
SR Watson,B Stanlake,0,6
SR Watson,BA Stokes,0,3
SR Watson,BA Stokes,1,1
SR Watson,BA Stokes,4,1
SR Watson,BA Stokes,6,1
SR Watson,BB Sran,0,1
SR Watson,BB Sran,1,3
SR Watson,DS Kulkarni,0,10
SR Watson,DS Kulkarni,1,1
SR Watson,DS Kulkarni,2,1
SR Watson,DS Kulkarni,4,1
SR Watson,HH Pandya,0,1
SR Watson,HH Pandya,1,2
SR Watson,HH Pandya,6,1
SR Watson,HV Patel,0,3
SR Watson,HV Patel,1,1
SR Watson,I Sharma,0,2
SR Watson,I Sharma,1,5
SR Watson,I Sharma,4,1
SR Watson,JD Unadkat,0,4
SR Watson,JD Unadkat,6,2
SR Watson,JJ Bumrah,0,2
SR Watson,JJ Bumrah,1,5
SR Watson,JP Behrendorff,0,2
SR Watson,JP Behrendorff,1,1
SR Watson,K Gowtham,0,1
SR Watson,K Gowtham,1,2
SR Watson,K Gowtham,2,1
SR Watson,K Gowtham,6,1
SR Watson,K Rabada,0,5
SR Watson,K Rabada,1,2
SR Watson,K Rabada,4,1
SR Watson,K Rabada,6,1
SR Watson,KH Pandya,0,5
SR Watson,KH Pandya,2,1
SR Watson,KH Pandya,4,1
SR Watson,KK Ahmed,0,6
SR Watson,KK Ahmed,1,3
SR Watson,KK Ahmed,4,1
SR Watson,KK Ahmed,6,1
SR Watson,LE Plunkett,0,1
SR Watson,LE Plunkett,1,1
SR Watson,LE Plunkett,6,2
SR Watson,M Prasidh Krishna,1,1
SR Watson,MG Johnson,0,2
SR Watson,MG Johnson,1,2
SR Watson,MG Johnson,4,2
SR Watson,MG Johnson,6,1
SR Watson,MJ McClenaghan,0,5
SR Watson,MJ McClenaghan,1,4
SR Watson,MJ McClenaghan,2,2
SR Watson,MJ McClenaghan,4,1
SR Watson,MM Sharma,0,4
SR Watson,MM Sharma,4,2
SR Watson,Mohammed Shami,0,3
SR Watson,Mohammed Shami,1,3
SR Watson,Mustafizur Rahman,0,2
SR Watson,Mustafizur Rahman,1,1
SR Watson,Mustafizur Rahman,4,1
SR Watson,Navdeep Saini,0,3
SR Watson,P Negi,0,2
SR Watson,P Negi,1,1
SR Watson,P Negi,6,1
SR Watson,PP Chawla,0,5
SR Watson,PP Chawla,1,1
SR Watson,PP Chawla,2,1
SR Watson,PP Chawla,4,1
SR Watson,PP Chawla,5,1
SR Watson,PP Chawla,6,2
SR Watson,R Ashwin,0,3
SR Watson,R Ashwin,1,1
SR Watson,R Ashwin,4,1
SR Watson,R Tewatia,1,2
SR Watson,R Vinay Kumar,0,2
SR Watson,R Vinay Kumar,2,1
SR Watson,R Vinay Kumar,4,2
SR Watson,R Vinay Kumar,6,1
SR Watson,Rashid Khan,1,2
SR Watson,S Lamichhane,0,5
SR Watson,S Lamichhane,2,1
SR Watson,SL Malinga,0,11
SR Watson,SL Malinga,1,1
SR Watson,SL Malinga,4,5
SR Watson,SL Malinga,6,1
SR Watson,SM Curran,0,5
SR Watson,SM Curran,1,3
SR Watson,SM Curran,4,1
SR Watson,SP Narine,0,5
SR Watson,SP Narine,4,2
SR Watson,STR Binny,0,3
SR Watson,STR Binny,1,1
SR Watson,STR Binny,4,2
SR Watson,Sandeep Sharma,0,8
SR Watson,Sandeep Sharma,1,5
SR Watson,Sandeep Sharma,2,1
SR Watson,Sandeep Sharma,4,4
SR Watson,Sandeep Sharma,6,3
SR Watson,Shakib Al Hasan,0,2
SR Watson,Shakib Al Hasan,1,4
SR Watson,Shakib Al Hasan,2,1
SR Watson,Shakib Al Hasan,4,2
SR Watson,Shivam Mavi,0,3
SR Watson,Shivam Mavi,1,1
SR Watson,TA Boult,0,10
SR Watson,TA Boult,1,2
SR Watson,TA Boult,2,1
SR Watson,TA Boult,4,2
SR Watson,TA Boult,6,1
SR Watson,TG Southee,0,2
SR Watson,TG Southee,1,1
SR Watson,TG Southee,4,2
SR Watson,TK Curran,0,1
SR Watson,TK Curran,1,1
SR Watson,TK Curran,4,1
SR Watson,TK Curran,6,1
SR Watson,UT Yadav,0,2
SR Watson,UT Yadav,2,1
SR Watson,YS Chahal,0,13
SS Iyer,AD Russell,0,5
SS Iyer,AD Russell,1,3
SS Iyer,AJ Tye,0,2
SS Iyer,AJ Tye,5,1
SS Iyer,AR Patel,1,2
SS Iyer,AS Joseph,0,4
SS Iyer,AS Joseph,1,1
SS Iyer,AS Joseph,4,1
SS Iyer,Akash Deep,1,2
SS Iyer,Akash Deep,4,1
SS Iyer,B Kumar,0,5
SS Iyer,B Kumar,1,3
SS Iyer,B Kumar,2,1
SS Iyer,B Kumar,3,1
SS Iyer,B Kumar,4,2
SS Iyer,DL Chahar,0,5
SS Iyer,DL Chahar,1,4
SS Iyer,DL Chahar,2,1
SS Iyer,DL Chahar,4,5
SS Iyer,DL Chahar,6,1
SS Iyer,DS Kulkarni,0,2
SS Iyer,GC Viljoen,1,1
SS Iyer,Harbhajan Singh,1,4
SS Iyer,Harbhajan Singh,2,2
SS Iyer,Harbhajan Singh,4,1
SS Iyer,Harpreet Brar,1,1
SS Iyer,Harpreet Brar,4,2
SS Iyer,IS Sodhi,0,2
SS Iyer,IS Sodhi,1,1
SS Iyer,IS Sodhi,6,2
SS Iyer,JC Archer,0,2
SS Iyer,JC Archer,4,1
SS Iyer,JD Unadkat,0,2
SS Iyer,JD Unadkat,1,1
SS Iyer,JO Holder,1,1
SS Iyer,JO Holder,4,2
SS Iyer,JO Holder,6,1
SS Iyer,K Gowtham,1,2
SS Iyer,K Gowtham,4,1
SS Iyer,KK Ahmed,0,2
SS Iyer,KK Ahmed,1,2
SS Iyer,KK Ahmed,4,1
SS Iyer,KM Asif,0,1
SS Iyer,KM Asif,1,2
SS Iyer,L Ngidi,0,5
SS Iyer,L Ngidi,1,2
SS Iyer,L Ngidi,4,1
SS Iyer,LH Ferguson,0,3
SS Iyer,LH Ferguson,1,2
SS Iyer,LH Ferguson,4,1
SS Iyer,LH Ferguson,6,1
SS Iyer,M Jansen,0,5
SS Iyer,M Jansen,1,3
SS Iyer,M Jansen,2,1
SS Iyer,M Jansen,4,2
SS Iyer,M Prasidh Krishna,0,5
SS Iyer,M Prasidh Krishna,1,4
SS Iyer,M Prasidh Krishna,4,4
SS Iyer,MJ McClenaghan,0,3
SS Iyer,MJ McClenaghan,1,1
SS Iyer,MJ McClenaghan,6,1
SS Iyer,Mohammad Nabi,0,1
SS Iyer,Mohammad Nabi,1,4
SS Iyer,Mohammed Shami,0,3
SS Iyer,Mohammed Siraj,0,1
SS Iyer,Mohammed Siraj,1,2
SS Iyer,Mohammed Siraj,4,1
SS Iyer,Mohsin Khan,0,3
SS Iyer,Mujeeb Ur Rahman,0,4
SS Iyer,Mujeeb Ur Rahman,1,2
SS Iyer,Mustafizur Rahman,0,2
SS Iyer,Mustafizur Rahman,1,1
SS Iyer,Mustafizur Rahman,2,1
SS Iyer,Navdeep Saini,0,4
SS Iyer,Navdeep Saini,1,3
SS Iyer,Navdeep Saini,4,2
SS Iyer,OC McCoy,0,3
SS Iyer,OC McCoy,1,1
SS Iyer,OC McCoy,2,1
SS Iyer,PP Chawla,0,2
SS Iyer,R Ashwin,0,1
SS Iyer,R Ashwin,1,2
SS Iyer,R Ashwin,2,2
SS Iyer,R Ashwin,4,1
SS Iyer,RA Jadeja,0,1
SS Iyer,RA Jadeja,1,1
SS Iyer,Rasikh Salam,0,2
SS Iyer,Rasikh Salam,1,1
SS Iyer,Rasikh Salam,4,2
SS Iyer,S Gopal,0,2
SS Iyer,S Gopal,1,2
SS Iyer,S Gopal,6,2
SS Iyer,S Kaul,0,2
SS Iyer,S Kaul,1,2
SS Iyer,S Kaul,6,1
SS Iyer,SN Thakur,1,2
SS Iyer,SN Thakur,4,1
SS Iyer,SR Watson,0,1
SS Iyer,SR Watson,1,2
SS Iyer,SR Watson,2,1
SS Iyer,Sandeep Sharma,0,1
SS Iyer,Sandeep Sharma,1,2
SS Iyer,Shakib Al Hasan,1,1
SS Iyer,TA Boult,0,2
SS Iyer,TA Boult,1,1
SS Iyer,TA Boult,4,2
SS Iyer,TG Southee,0,5
SS Iyer,TG Southee,1,3
SS Iyer,TG Southee,2,1
SS Iyer,TG Southee,4,1
SS Iyer,UT Yadav,0,2
SS Iyer,UT Yadav,1,3
SS Iyer,UT Yadav,4,1
SS Iyer,YS Chahal,0,8
SS Iyer,YS Chahal,1,3
SS Iyer,YS Chahal,4,1
SS Iyer,YS Chahal,6,1
SS Iyer,Yash Dayal,0,3
SS Prabhudessai,KH Pandya,1,2
SV Samson,AD Russell,1,2
SV Samson,AD Russell,6,1
SV Samson,AR Patel,0,1
SV Samson,AR Patel,2,1
SV Samson,AS Joseph,0,3
SV Samson,AS Joseph,6,2
SV Samson,AS Roy,1,1
SV Samson,AS Roy,2,1
SV Samson,AS Roy,6,1
SV Samson,Arshdeep Singh,0,3
SV Samson,Arshdeep Singh,1,5
SV Samson,Arshdeep Singh,4,5
SV Samson,Avesh Khan,0,8
SV Samson,Avesh Khan,1,1
SV Samson,Avesh Khan,2,1
SV Samson,Avesh Khan,4,1
SV Samson,B Kumar,0,2
SV Samson,Basil Thampi,0,1
SV Samson,Basil Thampi,1,1
SV Samson,Basil Thampi,2,1
SV Samson,Basil Thampi,4,2
SV Samson,Basil Thampi,6,1
SV Samson,CH Morris,1,2
SV Samson,CH Morris,3,1
SV Samson,CR Brathwaite,0,1
SV Samson,CR Woakes,1,1
SV Samson,CV Varun,1,1
SV Samson,CV Varun,4,1
SV Samson,DL Chahar,0,6
SV Samson,DL Chahar,1,2
SV Samson,DL Chahar,2,1
SV Samson,DL Chahar,4,2
SV Samson,I Sharma,0,1
SV Samson,I Sharma,1,1
SV Samson,JR Hazlewood,0,2
SV Samson,JR Hazlewood,1,1
SV Samson,K Khejroliya,0,1
SV Samson,K Khejroliya,1,1
SV Samson,K Khejroliya,4,1
SV Samson,K Khejroliya,6,2
SV Samson,KK Ahmed,1,1
SV Samson,KK Ahmed,6,1
SV Samson,LH Ferguson,0,1
SV Samson,LH Ferguson,1,2
SV Samson,LH Ferguson,2,1
SV Samson,LH Ferguson,4,1
SV Samson,M Prasidh Krishna,0,1
SV Samson,M Prasidh Krishna,1,1
SV Samson,M Prasidh Krishna,6,1
SV Samson,MJ Santner,0,2
SV Samson,Mohammed Shami,0,6
SV Samson,Mohammed Shami,4,5
SV Samson,Mohsin Khan,0,5
SV Samson,Mohsin Khan,4,2
SV Samson,Mujeeb Ur Rahman,0,1
SV Samson,Mujeeb Ur Rahman,1,2
SV Samson,Navdeep Saini,1,1
SV Samson,PP Chawla,0,1
SV Samson,PP Chawla,1,2
SV Samson,PWH de Silva,0,4
SV Samson,PWH de Silva,4,1
SV Samson,PWH de Silva,6,1
SV Samson,RA Jadeja,1,1
SV Samson,RP Meredith,1,1
SV Samson,Rashid Khan,0,2
SV Samson,Rashid Khan,1,3
SV Samson,Rashid Khan,4,1
SV Samson,S Kaul,0,1
SV Samson,S Kaul,1,1
SV Samson,S Kaul,2,1
SV Samson,S Kaul,4,1
SV Samson,SM Curran,0,4
SV Samson,SM Curran,1,1
SV Samson,SN Thakur,0,8
SV Samson,SN Thakur,1,2
SV Samson,SN Thakur,2,1
SV Samson,SP Narine,0,3
SV Samson,SP Narine,1,5
SV Samson,SP Narine,2,1
SV Samson,SP Narine,4,1
SV Samson,Sandeep Sharma,0,5
SV Samson,Sandeep Sharma,1,4
SV Samson,Sandeep Sharma,4,1
SV Samson,Shivam Mavi,0,2
SV Samson,Shivam Mavi,1,1
SV Samson,Shivam Mavi,4,1
SV Samson,TA Boult,0,4
SV Samson,TA Boult,1,3
SV Samson,TA Boult,4,1
SV Samson,TA Boult,6,1
SV Samson,UT Yadav,0,11
SV Samson,UT Yadav,4,3
SV Samson,UT Yadav,6,1
SV Samson,YS Chahal,0,1
SV Samson,Yash Dayal,0,4
SV Samson,Yash Dayal,4,1
SV Samson,Yash Dayal,6,1
SW Billings,AJ Tye,0,2
SW Billings,AJ Tye,2,1
SW Billings,Mohammed Shami,0,4
SW Billings,Mohammed Shami,4,1
SW Billings,Mujeeb Ur Rahman,1,1
SW Billings,Mujeeb Ur Rahman,4,1
SW Billings,UT Yadav,0,3
SW Billings,UT Yadav,1,1
SW Billings,UT Yadav,4,1
Shahbaz Ahmed,B Kumar,1,1
Shahbaz Ahmed,JO Holder,0,1
Shahbaz Ahmed,JO Holder,1,1
Shahbaz Ahmed,JO Holder,3,1
Shahbaz Ahmed,S Nadeem,1,2
Shahbaz Ahmed,S Nadeem,6,1
Shahbaz Ahmed,T Natarajan,0,1
Shahbaz Ahmed,T Natarajan,1,1
Shakib Al Hasan,SR Watson,0,2
Shakib Al Hasan,SR Watson,1,1
Shakib Al Hasan,SR Watson,4,1
Shakib Al Hasan,SR Watson,6,1
Shubman Gill,AJ Tye,0,1
Shubman Gill,AJ Tye,1,1
Shubman Gill,AJ Tye,4,1
Shubman Gill,AR Patel,0,1
Shubman Gill,AR Patel,1,2
Shubman Gill,AR Patel,6,1
Shubman Gill,Arshdeep Singh,0,2
Shubman Gill,Arshdeep Singh,1,1
Shubman Gill,Arshdeep Singh,2,1
Shubman Gill,Avesh Khan,0,5
Shubman Gill,Avesh Khan,1,3
Shubman Gill,Avesh Khan,4,1
Shubman Gill,B Kumar,0,3
Shubman Gill,B Kumar,1,4
Shubman Gill,B Kumar,4,1
Shubman Gill,BB Sran,0,3
Shubman Gill,BB Sran,4,2
Shubman Gill,BB Sran,6,1
Shubman Gill,DL Chahar,0,1
Shubman Gill,DR Sams,0,1
Shubman Gill,HH Pandya,0,1
Shubman Gill,I Sharma,0,3
Shubman Gill,I Sharma,1,5
Shubman Gill,I Sharma,2,1
Shubman Gill,I Sharma,4,3
Shubman Gill,JJ Bumrah,0,5
Shubman Gill,JJ Bumrah,1,5
Shubman Gill,JJ Bumrah,4,1
Shubman Gill,JR Hazlewood,0,1
Shubman Gill,K Rabada,0,2
Shubman Gill,K Rabada,1,2
Shubman Gill,K Rabada,4,2
Shubman Gill,KA Jamieson,0,2
Shubman Gill,KA Jamieson,4,1
Shubman Gill,KA Jamieson,6,2
Shubman Gill,KH Pandya,0,5
Shubman Gill,KH Pandya,1,5
Shubman Gill,KK Ahmed,0,1
Shubman Gill,KK Ahmed,1,3
Shubman Gill,KK Ahmed,2,1
Shubman Gill,M Ashwin,0,3
Shubman Gill,M Ashwin,1,3
Shubman Gill,M Ashwin,2,1
Shubman Gill,M Ashwin,4,1
Shubman Gill,M Ashwin,6,1
Shubman Gill,M Jansen,0,9
Shubman Gill,M Jansen,1,5
Shubman Gill,M Jansen,2,1
Shubman Gill,M Jansen,4,3
Shubman Gill,M Prasidh Krishna,0,5
Shubman Gill,M Prasidh Krishna,1,2
Shubman Gill,M Prasidh Krishna,4,1
Shubman Gill,MC Henriques,0,1
Shubman Gill,MC Henriques,1,1
Shubman Gill,MC Henriques,4,1
Shubman Gill,MJ McClenaghan,0,3
Shubman Gill,MJ McClenaghan,1,6
Shubman Gill,MJ McClenaghan,4,1
Shubman Gill,MJ Santner,0,6
Shubman Gill,MJ Santner,1,1
Shubman Gill,MJ Santner,4,3
Shubman Gill,Mohammad Nabi,0,2
Shubman Gill,Mohammed Shami,0,7
Shubman Gill,Mohammed Shami,1,3
Shubman Gill,Mohammed Shami,4,2
Shubman Gill,Mohammed Siraj,0,3
Shubman Gill,Mohammed Siraj,1,1
Shubman Gill,Mohammed Siraj,4,1
Shubman Gill,Mukesh Choudhary,1,1
Shubman Gill,Mustafizur Rahman,1,4
Shubman Gill,R Ashwin,0,1
Shubman Gill,R Ashwin,1,1
Shubman Gill,R Ashwin,4,2
Shubman Gill,R Ashwin,6,1
Shubman Gill,SL Malinga,0,2
Shubman Gill,SL Malinga,1,5
Shubman Gill,SL Malinga,2,1
Shubman Gill,SL Malinga,4,1
Shubman Gill,SN Thakur,0,3
Shubman Gill,SN Thakur,1,3
Shubman Gill,SN Thakur,4,2
Shubman Gill,SR Watson,0,3
Shubman Gill,SR Watson,4,3
Shubman Gill,Sandeep Sharma,0,3
Shubman Gill,Sandeep Sharma,1,4
Shubman Gill,Shahbaz Ahmed,0,2
Shubman Gill,Shahbaz Ahmed,1,1
Shubman Gill,Simarjeet Singh,0,1
